venda;data_hora;cliente;mesa;item;produto;quantidade;valor_unit;desconto;total_item
5278;18/06/2022 16:18;CONSUMIDOR;M 23;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
5274;18/06/2022 16:41;CONSUMIDOR;M 1;57;TORRADA FARINA 165G;1;11;0;11
5274;18/06/2022 16:41;CONSUMIDOR;M 1;124;SELECAO DE PAES GELEIA;1;15;0;15
5281;18/06/2022 16:47;CONSUMIDOR;M 12;184;CAFE EQUILIBRADO CAPSULA P;2;6;0;12
5282;18/06/2022 16:55;CONSUMIDOR;M 11;51;SOURDOUGH SEMI INTEGRAL 370G;1;16;0;16
5282;18/06/2022 16:55;CONSUMIDOR;M 11;53;SOURDOUGH GERGELIM 370G;1;17;0;17
5282;18/06/2022 16:55;CONSUMIDOR;M 11;224;VH CAMINO DE CHILE CABERNET;1;15,99;0;15,99
5283;18/06/2022 17:09;IFOOD;;240;OVOS COM BACON E TOMATE;1;15,5;0;15,5
5283;18/06/2022 17:09;IFOOD;;273;PAO SOURDOUGH OVOS IFOOD;1;18;0;18
5284;18/06/2022 17:13;IFOOD;;228;CROISSANT  AMENDOAS 100G;1;16;0;16
5284;18/06/2022 17:13;IFOOD;;237;SELECAO DE PAES GELEIA;1;17,5;0;17,5
5284;18/06/2022 17:13;IFOOD;;258;MINI CROISSANT 25G IFOOD;3;5;0;15
5286;18/06/2022 17:47;IFOOD;;229;SOURDOUGH 369G IFOOD;1;17,5;0;17,5
5286;18/06/2022 17:47;IFOOD;;235;SOURDOUGH SEMI INTEGRAL 370G;1;18,5;0;18,5
5287;18/06/2022 18:06;CONSUMIDOR;M 9;42;PASTEL DE NATA 60G;1;8;0;8
5287;18/06/2022 18:06;CONSUMIDOR;M 9;129;QUICHE DE FRANGO ALHO PORO;1;18,5;0;18,5
5288;18/06/2022 18:22;CONSUMIDOR;M 9;25;BRIOCHE NANTERRE 262G;1;21;0;21
5288;18/06/2022 18:22;CONSUMIDOR;M 9;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
5288;18/06/2022 18:22;CONSUMIDOR;M 9;50;SOURDOUGH 369G;1;15;0;15
5288;18/06/2022 18:22;CONSUMIDOR;M 9;320;CROISSANT;2;10;0;20
5289;18/06/2022 18:23;CONSUMIDOR;M 10;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
5289;18/06/2022 18:23;CONSUMIDOR;M 10;184;CAFE EQUILIBRADO CAPSULA P;1;6;0;6
5289;18/06/2022 18:23;CONSUMIDOR;M 10;185;CAFE EQUILIBRADO CAPSULA G;1;9;0;9
5289;18/06/2022 18:23;CONSUMIDOR;M 10;320;CROISSANT;1;10;0;10
5290;18/06/2022 18:27;CONSUMIDOR;M 11;32;COOKIES 80G;2;7;0;14
5290;18/06/2022 18:27;CONSUMIDOR;M 11;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5290;18/06/2022 18:27;CONSUMIDOR;M 11;315;GELEIA DE UVA E CACHAÇA;1;24;0;24
5291;18/06/2022 18:34;CONSUMIDOR;M 9;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5285;18/06/2022 18:40;CONSUMIDOR;M 1;57;TORRADA FARINA 165G;1;11;0;11
5285;18/06/2022 18:40;CONSUMIDOR;M 1;286;AGUA MINERAL S/GAS 500ML;1;5,99;0;5,99
5293;18/06/2022 18:45;CONSUMIDOR;M 12;174;COCA COLA ZERO LATA 350 ML;1;6,5;0;6,5
5293;18/06/2022 18:45;CONSUMIDOR;M 12;320;CROISSANT;1;10;0;25,5
5294;18/06/2022 18:52;CONSUMIDOR;M 1;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
5294;18/06/2022 18:52;CONSUMIDOR;M 1;36;FOLHADO FRANGO 160G;1;14;0;14
5294;18/06/2022 18:52;CONSUMIDOR;M 1;286;AGUA MINERAL S/GAS 500ML;1;5,99;0;5,99
5292;18/06/2022 19:11;CONSUMIDOR;M 10;320;CROISSANT;4;10;0;40
5295;18/06/2022 19:26;CONSUMIDOR;M 1;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
5295;18/06/2022 19:26;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;25,5
5296;18/06/2022 19:30;CONSUMIDOR;M 9;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
5297;18/06/2022 19:54;CONSUMIDOR;M 1;320;CROISSANT;2;10;0;20
5299;18/06/2022 20:30;CONSUMIDOR;M 1;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5299;18/06/2022 20:30;CONSUMIDOR;M 1;320;CROISSANT;2;10;0;20
5301;19/06/2022 07:56;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;25,5
5301;19/06/2022 07:56;CONSUMIDOR;M 1;320;CROISSANT;3;10;0;30
5304;19/06/2022 09:07;CONSUMIDOR;M 7;42;PASTEL DE NATA 60G;1;8;0;8
5304;19/06/2022 09:07;CONSUMIDOR;M 7;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
5305;19/06/2022 09:09;CONSUMIDOR;M 9;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
5303;19/06/2022 09:09;CONSUMIDOR;M 1;128;CROISANT DE CROISSANT QUEIJO;1;29,5;0;29,5
5303;19/06/2022 09:09;CONSUMIDOR;M 1;208;OVOS COM BACON E TOMATE;1;13,5;0;13,5
5303;19/06/2022 09:09;CONSUMIDOR;M 1;285;AGUA MINERAL C/GAS 500ML;1;6,99;0;6,99
5303;19/06/2022 09:09;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;28,9
5307;19/06/2022 09:38;CONSUMIDOR;M 1;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5307;19/06/2022 09:38;CONSUMIDOR;M 1;121;PAO SOURDOUGH OVOS;1;15,5;0;15,5
5307;19/06/2022 09:38;CONSUMIDOR;M 1;339;ADICIONAL DE BACON;1;2;0;2
5309;19/06/2022 09:48;IFOOD;;259;MINI CROISSANT 25G KIT C 5;3;24,5;0;73,5
5309;19/06/2022 09:48;IFOOD;;351;BAGUETE 320G - IFOOD;1;16;0;16
5314;19/06/2022 10:04;IFOOD;;232;BOMBOLONI NUTELLA 80G IFOOD;1;13,8;0;13,8
5314;19/06/2022 10:04;IFOOD;;234;PASTEL DE NATA 60G IFOOD;1;9,5;0;9,5
5314;19/06/2022 10:04;IFOOD;;321;CROISSANT IFOOD;5;12;0;60
5315;19/06/2022 10:06;CONSUMIDOR;M 10;320;CROISSANT;1;10;0;16,5
5315;19/06/2022 10:06;CONSUMIDOR;M 10;341;ADICIONAL DE QUEIJO BRIE;1;2;0;2
5310;19/06/2022 10:07;CONSUMIDOR;M 1;120;BOWL DE IOGURTE FRUTAS AVEIA;1;12,5;0;12,5
5310;19/06/2022 10:07;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;29,5
5310;19/06/2022 10:07;CONSUMIDOR;M 1;325;REFRIGERANTE H2O LIMONETO;1;7;0;7
5126;19/06/2022 10:33;CONSUMIDOR;M 4;42;PASTEL DE NATA 60G;2;8;0;16
5150;19/06/2022 10:34;CONSUMIDOR;M 9;29;BOMBOLONI NUTELLA 80G;1;12;0;12
5150;19/06/2022 10:34;CONSUMIDOR;M 9;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
5313;19/06/2022 10:44;CONSUMIDOR;M 9;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
5313;19/06/2022 10:44;CONSUMIDOR;M 9;208;OVOS COM BACON E TOMATE;1;13,5;0;13,5
5313;19/06/2022 10:44;CONSUMIDOR;M 9;286;AGUA MINERAL S/GAS 500ML;1;5,99;0;5,99
5313;19/06/2022 10:44;CONSUMIDOR;M 9;320;CROISSANT;1;10;0;10
5313;19/06/2022 10:44;CONSUMIDOR;M 9;320;CROISSANT;1;10;0;25,5
5318;19/06/2022 10:45;CONSUMIDOR;M 12;320;CROISSANT;1;10;0;25,5
5316;19/06/2022 10:47;CONSUMIDOR;M 1;186;CAFE INTENSO CAPSULA P 50ML;1;6;0;6
5320;19/06/2022 10:51;IFOOD;;229;SOURDOUGH 369G IFOOD;1;17,5;0;17,5
5320;19/06/2022 10:51;IFOOD;;235;SOURDOUGH SEMI INTEGRAL 370G;1;18,5;0;18,5
5320;19/06/2022 10:51;IFOOD;;242;MINI PAIN AU CHOCOLAT 35G;3;7,5;0;22,5
5320;19/06/2022 10:51;IFOOD;;248;FOLHADO MISTO COM TAMARA;2;16;0;32
5320;19/06/2022 10:51;IFOOD;;271;SANDUICHE MISTO MOSTARDA NO;3;27;0;81
5320;19/06/2022 10:51;IFOOD;;321;CROISSANT IFOOD;4;12;0;48
5317;19/06/2022 11:02;CONSUMIDOR;M 10;186;CAFE INTENSO CAPSULA P 50ML;2;6;0;12
5317;19/06/2022 11:02;CONSUMIDOR;M 10;320;CROISSANT;1;10;0;16,5
5317;19/06/2022 11:02;CONSUMIDOR;M 10;320;CROISSANT;1;10;0;25,5
5323;19/06/2022 12:31;CONSUMIDOR;M 1;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
5323;19/06/2022 12:31;CONSUMIDOR;M 1;53;SOURDOUGH GERGELIM 370G;2;17;0;34
5323;19/06/2022 12:31;CONSUMIDOR;M 1;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
5170;19/06/2022 12:35;CONSUMIDOR;M 6;37;FOLHADO MISTO COM TAMARA;1;14;0;14
5170;19/06/2022 12:35;CONSUMIDOR;M 6;294;GREEN PINK 250G GELADO;1;17;0;17
5324;19/06/2022 13:12;CONSUMIDOR;M 1;188;CAFE ORGANICO CAPSULA G 150ML;1;9;0;9
5324;19/06/2022 13:12;CONSUMIDOR;M 1;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
5324;19/06/2022 13:12;CONSUMIDOR;M 1;285;AGUA MINERAL C/GAS 500ML;1;6,99;0;6,99
5324;19/06/2022 13:12;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;25,5
5325;19/06/2022 13:34;IFOOD;;234;PASTEL DE NATA 60G IFOOD;1;9,5;0;9,5
5325;19/06/2022 13:34;IFOOD;;242;MINI PAIN AU CHOCOLAT 35G;2;7,5;0;15
5325;19/06/2022 13:34;IFOOD;;273;PAO SOURDOUGH OVOS IFOOD;1;18;0;18
5325;19/06/2022 13:34;IFOOD;;321;CROISSANT IFOOD;1;12;0;12
5325;19/06/2022 13:34;IFOOD;;321;CROISSANT IFOOD;1;12;0;22,5
5327;19/06/2022 13:59;IFOOD;;233;FOLHADO MACA 80G IFOOD;1;16,7;0;16,7
5327;19/06/2022 13:59;IFOOD;;234;PASTEL DE NATA 60G IFOOD;2;9,5;0;19
5327;19/06/2022 13:59;IFOOD;;242;MINI PAIN AU CHOCOLAT 35G;2;7,5;0;15
5328;19/06/2022 14:08;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;10
5329;19/06/2022 14:44;IFOOD;;234;PASTEL DE NATA 60G IFOOD;2;9,5;0;19
5329;19/06/2022 14:44;IFOOD;;250;PIZZA AL TAGLIO PEPPERONI 210G;1;25,5;0;25,5
5331;19/06/2022 15:23;CONSUMIDOR;M 1;57;TORRADA FARINA 165G;1;11;0;11
5330;19/06/2022 15:25;CONSUMIDOR;M 6;29;BOMBOLONI NUTELLA 80G;1;12;0;12
5330;19/06/2022 15:25;CONSUMIDOR;M 6;57;TORRADA FARINA 165G;1;11;0;11
5330;19/06/2022 15:25;CONSUMIDOR;M 6;211;HEINEKEN 330ML;1;12;0;12
5330;19/06/2022 15:25;CONSUMIDOR;M 6;320;CROISSANT;1;10;0;28,9
5330;19/06/2022 15:25;CONSUMIDOR;M 6;320;CROISSANT;2;10;0;51
5334;19/06/2022 16:32;CONSUMIDOR;M 6;51;SOURDOUGH SEMI INTEGRAL 370G;1;16;0;16
5334;19/06/2022 16:32;CONSUMIDOR;M 6;320;CROISSANT;1;10;0;25,5
5333;19/06/2022 16:39;CONSUMIDOR;M 24;42;PASTEL DE NATA 60G;1;8;0;8
5332;19/06/2022 17:01;CONSUMIDOR;M 1;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5332;19/06/2022 17:01;CONSUMIDOR;M 1;58;TARTELETE DE MORANGO 120G;1;18;0;18
5332;19/06/2022 17:01;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
5332;19/06/2022 17:01;CONSUMIDOR;M 1;130;QUICHE DE TOMATE SECO SALADA;1;18,5;0;18,5
5332;19/06/2022 17:01;CONSUMIDOR;M 1;174;COCA COLA ZERO LATA 350 ML;1;6,5;0;6,5
5332;19/06/2022 17:01;CONSUMIDOR;M 1;187;CAFE INTENSO CAPSULA G 150ML;1;9;0;9
5332;19/06/2022 17:01;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;25,5
5337;19/06/2022 17:16;CONSUMIDOR;M 1;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5337;19/06/2022 17:16;CONSUMIDOR;M 1;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
5337;19/06/2022 17:16;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
5337;19/06/2022 17:16;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;10
5335;19/06/2022 17:50;CONSUMIDOR;M 7;187;CAFE INTENSO CAPSULA G 150ML;1;9;0;9
5346;19/06/2022 18:26;CONSUMIDOR;M 11;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
5346;19/06/2022 18:26;CONSUMIDOR;M 11;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
5346;19/06/2022 18:26;CONSUMIDOR;M 11;320;CROISSANT;2;10;0;20
5339;19/06/2022 18:34;CONSUMIDOR;M 1;36;FOLHADO FRANGO 160G;1;14;0;14
5339;19/06/2022 18:34;CONSUMIDOR;M 1;39;MINI CROISSANT 25G;1;4,2;0;4,2
5339;19/06/2022 18:34;CONSUMIDOR;M 1;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
5342;19/06/2022 18:37;CONSUMIDOR;M 9;35;FOLHADO MACA 80G;1;14,5;0;14,5
5342;19/06/2022 18:37;CONSUMIDOR;M 9;36;FOLHADO FRANGO 160G;1;14;0;14
5342;19/06/2022 18:37;CONSUMIDOR;M 9;42;PASTEL DE NATA 60G;2;8;0;16
5342;19/06/2022 18:37;CONSUMIDOR;M 9;50;SOURDOUGH 369G;1;15;0;15
5342;19/06/2022 18:37;CONSUMIDOR;M 9;53;SOURDOUGH GERGELIM 370G;1;17;0;17
5344;19/06/2022 18:40;CONSUMIDOR;M 6;39;MINI CROISSANT 25G;1;4,2;0;4,2
5347;19/06/2022 18:41;CONSUMIDOR;M 12;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
5348;19/06/2022 18:53;CONSUMIDOR;M 6;320;CROISSANT;1;10;0;25,5
5349;19/06/2022 18:53;CONSUMIDOR;M 1;32;COOKIES 80G;1;7;0;7
5350;19/06/2022 18:54;CONSUMIDOR;M 7;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
5350;19/06/2022 18:54;CONSUMIDOR;M 7;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
5351;19/06/2022 18:55;CONSUMIDOR;M 6;127;SANDUICHE DE VEGETAIS HOMMUS;1;25,5;0;25,5
5351;19/06/2022 18:55;CONSUMIDOR;M 6;285;AGUA MINERAL C/GAS 500ML;1;6,99;0;6,99
5352;19/06/2022 18:56;CONSUMIDOR;M 1;130;QUICHE DE TOMATE SECO SALADA;1;18,5;0;18,5
5353;19/06/2022 19:22;IFOOD;;237;SELECAO DE PAES GELEIA;2;17,5;0;35
5353;19/06/2022 19:22;IFOOD;;246;FOCACCIA FORMAGGIO 246G;2;22;0;44
5353;19/06/2022 19:22;IFOOD;;249;PIZZA AL TAGLIO GORGONZOLA E;2;25,5;0;51
5354;19/06/2022 19:56;CONSUMIDOR;M 7;30;BOMBOLONI DOCE DE LEITE 80G;2;12;0;24
5354;19/06/2022 19:56;CONSUMIDOR;M 7;142;PIZZA AL TAGLIO PEPPERONI 210G;1;21;0;21
5354;19/06/2022 19:56;CONSUMIDOR;M 7;320;CROISSANT;1;10;0;29,5
5355;19/06/2022 20:35;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
5355;19/06/2022 20:35;CONSUMIDOR;M 1;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
5355;19/06/2022 20:35;CONSUMIDOR;M 1;285;AGUA MINERAL C/GAS 500ML;1;6,99;0;6,99
5357;19/06/2022 20:52;CONSUMIDOR;M 31;315;GELEIA DE UVA E CACHAÇA;1;24;0;24
5356;19/06/2022 20:53;CONSUMIDOR;M 1;39;MINI CROISSANT 25G;2;4,2;0;8,4
5356;19/06/2022 20:53;CONSUMIDOR;M 1;42;PASTEL DE NATA 60G;1;8;0;8
5358;20/06/2022 10:19;CONSUMIDOR;M 1;32;COOKIES 80G;2;7;0;14
5358;20/06/2022 10:19;CONSUMIDOR;M 1;124;SELECAO DE PAES GELEIA;1;15;0;15
5358;20/06/2022 10:19;CONSUMIDOR;M 1;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
5358;20/06/2022 10:19;CONSUMIDOR;M 1;185;CAFE EQUILIBRADO CAPSULA G;2;9;0;18
5358;20/06/2022 10:19;CONSUMIDOR;M 1;320;CROISSANT;1;10;0;10
5360;20/06/2022 16:39;CONSUMIDOR;M 6;305;GELEIA DE CAJÁ;1;24;0;24
5360;20/06/2022 16:39;CONSUMIDOR;M 6;320;CROISSANT;1;10;0;25,5
5361;20/06/2022 16:42;CONSUMIDOR;M 31;320;CROISSANT;6;10;0;60
5363;20/06/2022 16:59;CONSUMIDOR;M 7;53;SOURDOUGH GERGELIM 370G;1;17;0;17
5365;20/06/2022 17:30;CONSUMIDOR;M 7;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5365;20/06/2022 17:30;CONSUMIDOR;M 7;42;PASTEL DE NATA 60G;1;8;0;8
5365;20/06/2022 17:30;CONSUMIDOR;M 7;187;CAFE INTENSO CAPSULA G 150ML;1;9;0;9
5366;20/06/2022 17:33;CONSUMIDOR;M 10;50;SOURDOUGH 369G;1;15;0;15
5366;20/06/2022 17:33;CONSUMIDOR;M 10;57;TORRADA FARINA 165G;1;11;0;11
5366;20/06/2022 17:33;CONSUMIDOR;M 10;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
5367;20/06/2022 17:42;CONSUMIDOR;M 9;36;FOLHADO FRANGO 160G;1;14;0;14
5367;20/06/2022 17:42;CONSUMIDOR;M 9;286;AGUA MINERAL S/GAS 500ML;1;5,99;0;5,99
5367;20/06/2022 17:42;CONSUMIDOR;M 9;320;CROISSANT;1;10;0;25,5
5367;20/06/2022 17:42;CONSUMIDOR;M 9;325;REFRIGERANTE H2O LIMONETO;1;7;0;7
5369;20/06/2022 17:45;CONSUMIDOR;M 11;32;COOKIES 80G;1;7;0;7
5369;20/06/2022 17:45;CONSUMIDOR;M 11;140;CROISSANT  TRADICIONAL 80 G;1;10;0;10
5370;20/06/2022 17:54;CONSUMIDOR;M 7;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
5371;20/06/2022 18:07;CONSUMIDOR;M 6;320;CROISSANT;1;10;0;25,5
5372;20/06/2022 18:15;IFOOD;;246;FOCACCIA FORMAGGIO 246G;1;22;0;22
5372;20/06/2022 18:15;IFOOD;;254;SOURDOUGH AZEITONA E ALECRIM;1;19,5;0;19,5
5373;20/06/2022 19:02;CONSUMIDOR;M 7;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
5373;20/06/2022 19:02;CONSUMIDOR;M 7;211;HEINEKEN 330ML;1;12;0;12
5376;20/06/2022 19:15;CONSUMIDOR;M 31;36;FOLHADO FRANGO 160G;1;14;0;14
5376;20/06/2022 19:15;CONSUMIDOR;M 31;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
5374;20/06/2022 19:24;CONSUMIDOR;M 6;127;SANDUICHE DE VEGETAIS HOMMUS;1;25,5;0;25,5
5375;20/06/2022 19:45;CONSUMIDOR;M 9;320;CROISSANT;1;10;0;25,5
5377;20/06/2022 20:15;CONSUMIDOR;M 7;35;FOLHADO MACA 80G;1;14,5;0;14,5
5378;21/06/2022 07:27;IFOOD;;230;SOURDOUGH GERGELIM 370G;1;19,5;0;19,5
5378;21/06/2022 07:27;IFOOD;;254;SOURDOUGH AZEITONA E ALECRIM;1;19,5;0;19,5
5379;21/06/2022 15:25;CONSUMIDOR;M 6;32;COOKIES 80G;1;7;0;7
5381;21/06/2022 16:02;CONSUMIDOR;M 6;32;COOKIES 80G;1;7;0;7
5381;21/06/2022 16:02;CONSUMIDOR;M 6;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5383;21/06/2022 16:12;CONSUMIDOR;M 6;186;CAFE INTENSO CAPSULA P 50ML;1;6;0;6
5380;21/06/2022 16:24;CONSUMIDOR;M 7;32;COOKIES 80G;1;7;0;7
5380;21/06/2022 16:24;CONSUMIDOR;M 7;35;FOLHADO MACA 80G;1;14,5;0;14,5
5380;21/06/2022 16:24;CONSUMIDOR;M 7;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
5380;21/06/2022 16:24;CONSUMIDOR;M 7;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
5385;21/06/2022 16:41;CONSUMIDOR;M 6;41;MINI PAIN AU CHOCOLAT 35G;1;6,5;0;6,5
5386;21/06/2022 16:47;CONSUMIDOR;M 7;129;QUICHE DE FRANGO ALHO PORO;1;18,5;0;18,5
5382;21/06/2022 16:49;CONSUMIDOR;M 10;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
5382;21/06/2022 16:49;CONSUMIDOR;M 10;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
5382;21/06/2022 16:49;CONSUMIDOR;M 10;211;HEINEKEN 330ML;1;12;0;12
5382;21/06/2022 16:49;CONSUMIDOR;M 10;320;CROISSANT;1;10;0;25,5
5387;21/06/2022 16:50;CONSUMIDOR;M 6;129;QUICHE DE FRANGO ALHO PORO;1;18,5;0;18,5
5384;21/06/2022 17:35;CONSUMIDOR;M 9;41;MINI PAIN AU CHOCOLAT 35G;1;6,5;0;6,5
5384;21/06/2022 17:35;CONSUMIDOR;M 9;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
5392;21/06/2022 17:38;CONSUMIDOR;M 24;129;QUICHE DE FRANGO ALHO PORO;2;18,5;0;37
5390;21/06/2022 17:43;CONSUMIDOR;M 6;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
5390;21/06/2022 17:43;CONSUMIDOR;M 6;320;CROISSANT;1;10;0;25,5
5389;21/06/2022 17:45;CONSUMIDOR;M 7;29;BOMBOLONI NUTELLA 80G;1;12;0;12
5389;21/06/2022 17:45;CONSUMIDOR;M 7;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
5389;21/06/2022 17:45;CONSUMIDOR;M 7;37;FOLHADO MISTO COM TAMARA;1;14;0;14
5389;21/06/2022 17:45;CONSUMIDOR;M 7;45;PIZZA AL TAGLIO GORGONZOLA E;1;22;0;22
5389;21/06/2022 17:45;CONSUMIDOR;M 7;183;FANTA UVA LATA 350 ML;1;6,5;0;6,5
5389;21/06/2022 17:45;CONSUMIDOR;M 7;286;AGUA MINERAL S/GAS 500ML;1;5,99;0;5,99
5388;21/06/2022 17:47;CONSUMIDOR;M 12;130;QUICHE DE TOMATE SECO SALADA;1;18,5;0;18,5
5388;21/06/2022 17:47;CONSUMIDOR;M 12;187;CAFE INTENSO CAPSULA G 150ML;1;9;0;9
5388;21/06/2022 17:47;CONSUMIDOR;M 12;189;CAFE ORGANICO CAPSULA P 50ML;1;6;0;6
5388;21/06/2022 17:47;CONSUMIDOR;M 12;285;AGUA MINERAL C/GAS 500ML;1;6,99;0;6,99
5388;21/06/2022 17:47;CONSUMIDOR;M 12;320;CROISSANT;1;10;0;25,5
5391;21/06/2022 17:48;CONSUMIDOR;M 10;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5391;21/06/2022 17:48;CONSUMIDOR;M 10;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
5391;21/06/2022 17:48;CONSUMIDOR;M 10;184;CAFE EQUILIBRADO CAPSULA P;1;6;0;6
5394;21/06/2022 18:18;CONSUMIDOR;M 6;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
5393;21/06/2022 18:30;CONSUMIDOR;M 11;129;QUICHE DE FRANGO ALHO PORO;2;18,5;0;37
5393;21/06/2022 18:30;CONSUMIDOR;M 11;177;COCA COLA LATA 350 ML;1;6,5;0;6,5
5393;21/06/2022 18:30;CONSUMIDOR;M 11;320;CROISSANT;1;10;0;25,5
5396;21/06/2022 18:50;CONSUMIDOR;M 24;178;ADICIONAL DE OVO;1;2;0;2
5397;21/06/2022 19:12;CONSUMIDOR;M 6;35;FOLHADO MACA 80G;1;14,5;0;14,5
5397;21/06/2022 19:12;CONSUMIDOR;M 6;42;PASTEL DE NATA 60G;2;8;0;16
5397;21/06/2022 19:12;CONSUMIDOR;M 6;57;TORRADA FARINA 165G;1;11;0;11
5398;21/06/2022 19:25;CONSUMIDOR;M 9;29;BOMBOLONI NUTELLA 80G;1;12;0;12
5398;21/06/2022 19:25;CONSUMIDOR;M 9;36;FOLHADO FRANGO 160G;2;14;0;28
5400;21/06/2022 19:30;CONSUMIDOR;M 6;320;CROISSANT;4;10;0;40
5402;21/06/2022 20:06;CONSUMIDOR;M 9;54;SOURDOUGH AZEITONA E ALECRIM;1;17;0;17
5401;21/06/2022 20:07;CONSUMIDOR;M 6;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
5401;21/06/2022 20:07;CONSUMIDOR;M 6;37;FOLHADO MISTO COM TAMARA;1;14;0;14
5395;21/06/2022 20:08;CONSUMIDOR;M 7;35;FOLHADO MACA 80G;1;14,5;0;14,5
5395;21/06/2022 20:08;CONSUMIDOR;M 7;125;SANDUICHE DE PEPERONI BRIE;1;29,5;0;29,5
5395;21/06/2022 20:08;CONSUMIDOR;M 7;222;VH CAMINO DE CHILE CABERNET;1;35,99;0;35,99
5395;21/06/2022 20:08;CONSUMIDOR;M 7;224;VH CAMINO DE CHILE CABERNET;1;15,99;0;15,99
5399;21/06/2022 20:40;CONSUMIDOR;M 10;30;BOMBOLONI DOCE DE LEITE 80G;1;12;0;12
5399;21/06/2022 20:40;CONSUMIDOR;M 10;285;AGUA MINERAL C/GAS 500ML;1;6,99;0;6,99
5404;22/06/2022 07:39;CONSUMIDOR;M 6;185;CAFE EQUILIBRADO CAPSULA G;1;9;0;9
5404;22/06/2022 07:39;CONSUMIDOR;M 6;320;CROISSANT;1;10;0;10
5404;22/06/2022 07:39;CONSUMIDOR;M 6;341;ADICIONAL DE QUEIJO BRIE;1;2;0;2
5405;22/06/2022 12:59;IFOOD;;236;BOWL DE IOGURTE FRUTAS AVEIA;1;14,5;0;14,5
5405;22/06/2022 12:59;IFOOD;;321;CROISSANT IFOOD;1;12;0;29,5
5406;22/06/2022 13:05;IFOOD;;234;PASTEL DE NATA 60G IFOOD;1;9,5;0;9,5
5408;22/06/2022 14:13;IFOOD;;245;COOKIES 80G IFOOD;1;8;0;8
5408;22/06/2022 14:13;IFOOD;;246;FOCACCIA FORMAGGIO 246G;1;22;0;22
5408;22/06/2022 14:13;IFOOD;;321;CROISSANT IFOOD;1;12;0;29,5
5410;22/06/2022 15:24;MOOVERY;;33;CROISSANT  AMENDOAS 100G;1;14;0;14
5410;22/06/2022 15:24;MOOVERY;;34;FOCACCIA FORMAGGIO 246G;1;19;0;19
5410;22/06/2022 15:24;MOOVERY;;35;FOLHADO MACA 80G;1;14,5;0;14,5
